rang,pays,zone,localite,incidents_declares
3826,USA,Florida,"Homestead, Miami-Dade County",1
3827,USA,Florida,"Howard E. Futch Memorial Park at Paradise Beach, Brevard County",1
3828,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",1
3829,USA,Florida,"Huguenot Memorial Park, Duval County",1
3830,USA,Florida,Huguenot Park,1
3831,USA,Florida,"Huguenot Park, Jacksonville, Duval County",1
3832,USA,Florida,Hutchinson Island,1
3833,USA,Florida,"Hutchinson Island Beach, Martin County",1
3834,USA,Florida,"Hutchinson Island, Martin County",1
3835,USA,Florida,In Gulf of Mexico 17 miles off Weeki Wachee,1
3836,USA,Florida,In a canal 10 miles north of St Augustine,1
3837,USA,Florida,"In front of Key Biscayne Beach Club, Key Biscayne",1
3838,USA,Florida,"In the bay near the naval yard at Pensacola, Escambia County",1
3839,USA,Florida,"Indian Harbor Beach, Brevard County",1
3840,USA,Florida,Indian River County,1
3841,USA,Florida,Indian River Inlet / Fort Pierce Inlet,1
3842,USA,Florida,Indian River area,1
3843,USA,Florida,"Indian Rocks Beach, Clearwater, Pinellas County",1
3844,USA,Florida,"Intracoastal Waterway,      St. Petersburg",1
3845,USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County",1
3846,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",1
3847,USA,Florida,"Islamorada, Monroe County",1
3848,USA,Florida,Jacksonville,1
3849,USA,Florida,"Jacksonvlle, Duval County",1
3850,USA,Florida,Jensen Beach,1
3851,USA,Florida,"John Pennekamp Coral Reef State Park, Monroe County",1
3852,USA,Florida,"John Pennekamp Marine Park, Monroe County",1
3853,USA,Florida,"John's Pass, Pinellas County",1
3854,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",1
3855,USA,Florida,"Juno Beach / North Palm Beach, Palm Beach County",1
3856,USA,Florida,"Jupiter Beach, Palm Beach County",1
3857,USA,Florida,"Jupiter Island Beach, Martin County",1
3858,USA,Florida,"Jupiter Island, Brevard County",1
3859,USA,Florida,"Jupiter Island, Martin County",1
3860,USA,Florida,"Keaton Beach,",1
3861,USA,Florida,"Key Biscayne, Dade County",1
3862,USA,Florida,"Key Biscayne, Miami, Dade County",1
3863,USA,Florida,"Key Biscayne, Miami-Dade County",1
3864,USA,Florida,"Key Colony Beach, Monroe County",1
3865,USA,Florida,Key Largo,1
3866,USA,Florida,Key Largo Sound,1
3867,USA,Florida,Key West Aquarium,1
3868,USA,Florida,"Laguna Beach, Bay County",1
3869,USA,Florida,"Lake Worth Inlet/West Palm Beach, Palm Beach County",1
3870,USA,Florida,"Lantana Beach, Palm Beach County",1
3871,USA,Florida,"Lauderdale-By-The-Sea, Broward County",1
3872,USA,Florida,"Lighhouse Point Park, Ponce Inlet, Volusia County",1
3873,USA,Florida,"Lignum Vitae Channel, Florida Keys, Monroe County",1
3874,USA,Florida,"Little Talbot Island, Jacksonville, Duval County",1
3875,USA,Florida,"Long Key, Monroe County",1
3876,USA,Florida,"Longboat Key, Sarasota, Sarasota County",1
3877,USA,Florida,"Looe Key, Monroe County",1
3878,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",1
3879,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",1
3880,USA,Florida,Macarthur State Park,1
3881,USA,Florida,"Manalapan, Palm Beach County",1
3882,USA,Florida,"Manasota Beach, Sarasota County",1
3883,USA,Florida,Manatee County,1
3884,USA,Florida,"Marathon , Monroe County",1
3885,USA,Florida,"Marco Island, Collier County",1
3886,USA,Florida,Marques Island,1
3887,USA,Florida,"Matanzas Bay Inlet, St. Johns County",1
3888,USA,Florida,"Matanzas Inlet, St Johns County",1
3889,USA,Florida,Mayport Naval Station  Duval County,1
3890,USA,Florida,"Mayport Naval Station Beach, Duval County",1
3891,USA,Florida,"Mayport Naval Station, Jacksonville, Duval Country",1
3892,USA,Florida,"McArthur Beach, Singer Island, Palm Beach Shores",1
3893,USA,Florida,"Melbourne, Brevard County",1
3894,USA,Florida,Miami Beach,1
3895,USA,Florida,"Miami Beach, Dade County",1
3896,USA,Florida,"Miami Seaquarium, Virginia Key, Miami, Miami-Dade County",1
3897,USA,Florida,"Miami, Dade County",1
3898,USA,Florida,"Miami, Miami-Dade County",1
3899,USA,Florida,"Miami, Miami-Date County",1
3900,USA,Florida,"Micklers Landing, St. Johns County",1
3901,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",1
3902,USA,Florida,"Monster Hole, Sebastian Inlet, Indian River County",1
3903,USA,Florida,"Mullet Key, Pinellas County",1
3904,USA,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",1
3905,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",1
3906,USA,Florida,"Municipal Beach, Riviera Beach, Palm Beach County",1
3907,USA,Florida,"Municipal Pier, St. Petersburg, Tampa bay",1
3908,USA,Florida,Naples,1
3909,USA,Florida,"Near Boynton Beach, Palm Beach County",1
3910,USA,Florida,"Near Cocoa Beach, Brevard  County",1
3911,USA,Florida,"Near Fernandina Bar, Nassau County",1
3912,USA,Florida,Near Key Largo,1
3913,USA,Florida,"Near New Smyrna Jetty, Volusia County",1
3914,USA,Florida,"Near Panama City, Bay County",1
3915,USA,Florida,"Near Patrick AFB, Brevard County",1
3916,USA,Florida,Near Patrick Air Force Base Brevard County,1
3917,USA,Florida,Near Port Canaveral Coast Guard Base,1
3918,USA,Florida,"Near US Air Force Base at Elgin, Okaloosa County",1
3919,USA,Florida,Near a small wreck in a channel at Indian Key,1
3920,USA,Florida,"Near the Bahia Honda Bridge, Monroe County",1
3921,USA,Florida,"Neptune Avenue, Ormond Beach, Volusia County",1
3922,USA,Florida,"Neptune, Duval County",1
3923,USA,Florida,"Nest Key, Monroe County",1
3924,USA,Florida,"New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County",1
3925,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",1
3926,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",1
3927,USA,Florida,"North Beach Inlet, St. Lucie County",1
3928,USA,Florida,"North Beach Jetty, St Lucie County",1
3929,USA,Florida,"North Beach, Hutchinson Island, St. Lucie County",1
3930,USA,Florida,"North Beach, Patrick AFB, Brevard County",1
3931,USA,Florida,"North Beach, St. Augustine",1
3932,USA,Florida,North Dade- Interama area of Biscayne Bay,1
3933,USA,Florida,"North Hutchinson Island, St. Lucie Couny",1
3934,USA,Florida,"North Jetty Park, Fort Pierce, St Lucie County",1
3935,USA,Florida,"North end of County Beach, Palm Beach County",1
3936,USA,Florida,"North of Jupiter Inlet, Palm Beach County",1
3937,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",1
3938,USA,Florida,"Ocean Ridge, Boca Raton, Palm Beach County",1
3939,USA,Florida,"Off 12th Street, Miami Beach",1
3940,USA,Florida,"Off Boca Grande, Lee County",1
3941,USA,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",1
3942,USA,Florida,Off Boca Raton. Palm Beach County,1
3943,USA,Florida,"Off Crystal River, Citrus County",1
3944,USA,Florida,Off Florida coast,1
3945,USA,Florida,"Off Fort Pierce, St Lucie County",1
3946,USA,Florida,"Off Fort Pierce, St. Lucie County",1
3947,USA,Florida,"Off Gasparilla Island, Charlotte County",1
3948,USA,Florida,"Off Hutchinson Island, St Lucie County",1
3949,USA,Florida,Off Jupiter,1
3950,USA,Florida,"Off Jupiter Inlet, Palm Beach County",1
3951,USA,Florida,Off Key Biscayne,1
3952,USA,Florida,"Off Key Largo, Monroe County",1
3953,USA,Florida,Off Key West,1
3954,USA,Florida,"Off Lake Worth, Palm Beach County",1
3955,USA,Florida,Off Panama City,1
3956,USA,Florida,"Off Port Everglades, Broward County",1
3957,USA,Florida,"Off Singer Island, Palm Beach County",1
3958,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",1
3959,USA,Florida,Off Tampa Bay,1
3960,USA,Florida,Off Tarpon Springs,1
3961,USA,Florida,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",1
3962,USA,Florida,Okaloosa County,1
3963,USA,Florida,Okaloosa Island,1
3964,USA,Florida,"On the south side of Ponce Inlet, Volusia County",1
3965,USA,Florida,"Opposite Patrick Air Force Base, Brevard County",1
3966,USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",1
3967,USA,Florida,Ormond Beach,1
3968,USA,Florida,"Ormond By The Sea, Volusia County",1
3969,USA,Florida,"Ormond-by-the-Sea, Volusia County",1
3970,USA,Florida,"Outer Mole, Fort Zachrry Tatlor Historic Park, Key West, Monroe County",1
3971,USA,Florida,"Palm Beach Shores, Palm Beach County",1
3972,USA,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",1
3973,USA,Florida,Palm Beach?,1
3974,USA,Florida,"Panacea, Wakulla County",1
3975,USA,Florida,"Paradise Beach Park, Brevard County",1
3976,USA,Florida,"Paradise Beach, Melbourne, Brevard County",1
3977,USA,Florida,"Pecks Lake, Martin County",1
3978,USA,Florida,"Pensacola  Beach, Escambia County",1
3979,USA,Florida,"Pensacola Harbor, Escambia County",1
3980,USA,Florida,"Perdido Key near the Florida Panhandle, Escambia County",1
3981,USA,Florida,"Perdido Key, Escambia County",1
3982,USA,Florida,"Pet Den, Satellite Beach, Brevard County",1
3983,USA,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",1
3984,USA,Florida,Pinellas County,1
3985,USA,Florida,"Pinellas Point, Tampa Bay",1
3986,USA,Florida,"Playalinda, Brevard County",1
3987,USA,Florida,"Pompano Beach, Palm Beach County",1
3988,USA,Florida,"Ponce De Leon Inlet, Volusia County",1
3989,USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",1
3990,USA,Florida,"Ponce, Volusia County",1
3991,USA,Florida,"Port of the Islands, Collier County",1
3992,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",1
3993,USA,Florida,"Public Beach, Siesta Key, Sarasota County",1
3994,USA,Florida,"Quarter mile south of Ponce de Leon Inlet, Volusia County",1
3995,USA,Florida,"Redington Beach, Pinellas County",1
3996,USA,Florida,"Resident's Beach, Marco Island",1
3997,USA,Florida,Riviera Beach,1
3998,USA,Florida,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",1
3999,USA,Florida,"Rock Harbor, Key Largo, Monroe County",1
4000,USA,Florida,"Sand Key Beach, Clearwater, Pinellas County",1
4001,USA,Florida,"Sands Cut, Elliot Key",1
4002,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",1
4003,USA,Florida,"Santa Rosa Beach, Walton County",1
4004,USA,Florida,"Santa Rosa Island, Escambia County",1
4005,USA,Florida,Santa Rosa Sound Escambia County,1
4006,USA,Florida,Sarasota Bay,1
4007,USA,Florida,"Sarasota, Sarasota County",1
4008,USA,Florida,"Satellite  Beach, Brevard County",1
4009,USA,Florida,"Satellite Beach, Brevard County",1
4010,USA,Florida,"Sawyer Key , Monroe County",1
4011,USA,Florida,"Sea Spray, Palm Beach",1
4012,USA,Florida,"Seaport, Brevard County",1
4013,USA,Florida,Sebastian Inlet,1
4014,USA,Florida,"Sebastian Inlet, Indian River County",1
4015,USA,Florida,"Sebastian Inlet, Indian River or Brevard County",1
4016,USA,Florida,"Sebastian, Indian River County",1
4017,USA,Florida,"Seminole Avenue, Ormond Beach, Volusia County",1
4018,USA,Florida,"Sewell’s Point, near Palm Beach",1
4019,USA,Florida,"Shark Shallows, Ponce Inlet, Volusia County",1
4020,USA,Florida,"Shepard Park, Cocoa Beach, Brevard County",1
4021,USA,Florida,"Siesta Key, Sarasota County",1
4022,USA,Florida,"Singer Island, Palm Beach County",1
4023,USA,Florida,"Singer Island, Riviera Beach",1
4024,USA,Florida,"Smyrna Dunes  Park, New Smyrna Beach, Volusia County",1
4025,USA,Florida,"Smyrna Dunes Park, New Smyrna Beach, Volusia County",1
4026,USA,Florida,"Snapper Point Jetty, Miami, Dade County",1
4027,USA,Florida,"Snipes Point, Monroe County",1
4028,USA,Florida,"Soldier Key, Miami-Dade County",1
4029,USA,Florida,"Sombero Key Light, Monroe County",1
4030,USA,Florida,"South Beach Park, Indian River County",1
4031,USA,Florida,"South Beach, Fort Pierce, St Lucie County",1
4032,USA,Florida,"South Beach, Miami-Dade County",1
4033,USA,Florida,"South Beach, Sebastian, Indian River County",1
4034,USA,Florida,"South Jacksonville Beach, Duval County",1
4035,USA,Florida,"South Miami Beach, Dade County",1
4036,USA,Florida,"South of Cocoa Beach, Brevard County",1
4037,USA,Florida,"South of Neptune Beach, Duval County",1
4038,USA,Florida,"South side of Ponce de Leon Inlet, Volusia County",1
4039,USA,Florida,"Spanish House Beach, Brevard County",1
4040,USA,Florida,"Spanish River Park Beach, Palm Beach County",1
4041,USA,Florida,"Spessard Holland Park, Melbourne Beach, Brevard County",1
4042,USA,Florida,St Augustine Beach. St. Johns County,1
4043,USA,Florida,"St Augustine, St. Johns County",1
4044,USA,Florida,St Lucie County,1
4045,USA,Florida,"St. Andrews State Park, Bay County",1
4046,USA,Florida,St. Augustine,1
4047,USA,Florida,St. Augustine  St. Johns County,1
4048,USA,Florida,"St. Augustine Beach, Anastasia Island, St. Johns County",1
4049,USA,Florida,"St. Augustine Beach, St. John's County",1
4050,USA,Florida,"St. Augustine Beach, St. Johns County",1
4051,USA,Florida,"St. Augustine, St. Johns County",1
4052,USA,Florida,"St. George Island (near Apachicola), Franklin County",1
4053,USA,Florida,St. John's River,1
4054,USA,Florida,"St. John's River, Jacksonville, Duval County",1
4055,USA,Florida,"St. Petersburg Beach, Pinellas County",1
4056,USA,Florida,"St. Petersburg, Pinnellas County",1
4057,USA,Florida,"Stuart Park Beach, Martin County",1
4058,USA,Florida,"Stuart, Martin County",1
4059,USA,Florida,"Sunglow Pier, Daytona Beach Shores, Volusia County",1
4060,USA,Florida,"Table Beach, Brevard County",1
4061,USA,Florida,Tampa Bay,1
4062,USA,Florida,"Tampa Bay, Hillsborough County",1
4063,USA,Florida,"Tampa Bay, Manatee County",1
4064,USA,Florida,"Taverniier, Monroe County",1
4065,USA,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",1
4066,USA,Florida,"The Rocks, Hutchinson Island, Martin County",1
4067,USA,Florida,"Tigertail Beach, Collier County",1
4068,USA,Florida,"Treasure Shores Beach, Indian River County",1
4069,USA,Florida,"Trout River, Panama Park",1
4070,USA,Florida,"Two miles off Key Colony Beach, Monroe County",1
4071,USA,Florida,"Vaca Cut Channel & bridge under Marathon, Monroe County",1
4072,USA,Florida,"Vaughn Beach, Flagler County",1
4073,USA,Florida,"Vero Beach, St. Lucie County",1
4074,USA,Florida,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943,1
4075,USA,Florida,"Virginia Key, Monroe County",1
4076,USA,Florida,"Wabasso Beach, Indian River County",1
4077,USA,Florida,"Walden Rocks, St. Lucie County",1
4078,USA,Florida,"Walton Beach Psrk, St. Lucie County",1
4079,USA,Florida,"Walton Rocks, St Lucie County",1
4080,USA,Florida,"Waveland Beach, Hutchinson Island, St Lucie County",1
4081,USA,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",1
4082,USA,Florida,"West Palm Beach, Palm Beach County",1
4083,USA,Florida,"Whale Harbor, Islamorada, Monroe County",1
4084,USA,Florida,"Wiggins Pass, Collier County",1
4085,USA,Florida,"Wilbur-by-the-Sea, Volusia County",1
4086,USA,Florida,"Windsor Beach, Indian River County",1
4087,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",1
4088,USA,Florida,"World Typhoon Lagoon, Disney Water Park, Orange County",1
4089,USA,Florida,"a creek near Jacksonville, Duval County",1
4090,USA,Florida,"a pier at the end of Caxambas Drive, Marco Island",1
4091,USA,Florida,½ mile offshore & 9 miles north of Fort Pierce,1
4092,USA,"Franklin County, Florida",St George Island,1
4093,USA,Georgia,200 miles east of Savannah,1
4094,USA,Georgia,"Back River, Savannah Beach, Chatham County",1
4095,USA,Georgia,Cumberland Island,1
4096,USA,Georgia,Inconnu,1
4097,USA,Georgia,"North picnic area, Jekyll Island, Glynn County",1
4098,USA,Georgia,"Savannah Beach, Savannah, Chatham County",1
4099,USA,Georgia,"St. Simon Island, Glynn County",1
4100,USA,Georgia,"St. Simons Island or Jeykll Island, Glynn County",1
4101,USA,Georgia,"Thunderbolt, Chatham County",1
4102,USA,Georgia,"Wilmington River, Chatham County",1
4103,USA,Georgia,"Île de Saint Simon, Glynn County",1
4104,USA,Guam,Gun Beach,1
4105,USA,Guam,Talofofo Bay,1
4106,USA,Hawaii,"1 mile off Mala Wharf, Lahaina, Maui",1
4107,USA,Hawaii,2 miles off Keahole Airport,1
4108,USA,Hawaii,"3 miles from shore off McGregor Point, Maui",1
4109,USA,Hawaii,50 miles NE of Honolulu,1
4110,USA,Hawaii,"90 miles east of Hilo, Hawai'i",1
4111,USA,Hawaii,"Airplane Beach, Lahina, West Maui",1
4112,USA,Hawaii,"Ala Moana Beach Park, Oah'u",1
4113,USA,Hawaii,Alenuihaha Channel,1
4114,USA,Hawaii,Anaeho'imalu Bay,1
4115,USA,Hawaii,Anaehoomalu Bay,1
4116,USA,Hawaii,"Anaehoomalu Bay
Waikoloa, Hawaii County",1
4117,USA,Hawaii,"Anaehoomalu Bay, Hawaii",1
4118,USA,Hawaii,"Anahola, Kaua'i",1
4119,USA,Hawaii,"Anini Beach, Kaua'i",1
4120,USA,Hawaii,"Awili, South Kona, Hawai'i",1
4121,USA,Hawaii,"Banyans, Kailua-Kona",1
4122,USA,Hawaii,"Barbers Point, O'ahu",1
4123,USA,Hawaii,"Bellows Beach near Wailea Point, O’ahu",1
4124,USA,Hawaii,"Between  Makena & Molokini, Maui",1
4125,USA,Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu",1
4126,USA,Hawaii,"Between Keawakapu & Makena, Maui",1
4127,USA,Hawaii,Between Magic Sands Beach and Kahaluu Beach on the Kona coast,1
4128,USA,Hawaii,"Big Island off Kona Village Resort, North Kona",1
4129,USA,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",1
4130,USA,Hawaii,"Brennecke Beach, Po'ipu, Kaua'i",1
4131,USA,Hawaii,"Browns, Oahu",1
4132,USA,Hawaii,"Cannons, at Ha'ena on the north shore of Kaua'i Island",1
4133,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",1
4134,USA,Hawaii,"Chun's Reef, Laniakea, O'ahu",1
4135,USA,Hawaii,"Cove Beach / Kalama Beach, Kihei, Maui",1
4136,USA,Hawaii,"Cove Park, Kihei, Maui",1
4137,USA,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",1
4138,USA,Hawaii,"Davidsons Beach, Kauai",1
4139,USA,Hawaii,"Davidsons Beach, Kekaha, Kauai",1
4140,USA,Hawaii,East Moloka'i,1
4141,USA,Hawaii,"Ehukai Beach Park, Sunset Beach, O'ahu",1
4142,USA,Hawaii,"Ewa Beach, O'ahu",1
4143,USA,Hawaii,"Ewa, O'ahu",1
4144,USA,Hawaii,French Frigate Shoals,1
4145,USA,Hawaii,"Goats Island (Moku’auia Island), Malaekahana State Recreation Area, Laie, O'ahu",1
4146,USA,Hawaii,"Ha'ena Beach Park, Kaua'i",1
4147,USA,Hawaii,"Ha'ena, Kaua'i",1
4148,USA,Hawaii,"Habush, Oahu",1
4149,USA,Hawaii,"Hale'iwa, O'ahu",1
4150,USA,Hawaii,"Haleiwa, Oahu",1
4151,USA,Hawaii,"Halewia, Oahu",1
4152,USA,Hawaii,"Hamakua Homakua, Hawai'i",1
4153,USA,Hawaii,"Hanalei Bay, Kauai,",1
4154,USA,Hawaii,"Hanalei Point, Kaua'i",1
4155,USA,Hawaii,Hapuna Beach,1
4156,USA,Hawaii,"Hapuna Beach, Hawai'i",1
4157,USA,Hawaii,Hawaii,1
4158,USA,Hawaii,"Hideaways Beach, Princeville, Kaua'i",1
4159,USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",1
4160,USA,Hawaii,"Hilo, off Kaua'i",1
4161,USA,Hawaii,"Honokohau, Maui",1
4162,USA,Hawaii,"Honokowai Point, Maui",1
4163,USA,Hawaii,"Honoli'i Pali, Hilo Bay ('Alae Point), Hawai'i",1
4164,USA,Hawaii,Honoli'i in Hilo (west side of Big Island),1
4165,USA,Hawaii,Honolulu,1
4166,USA,Hawaii,Honolulu Harbor,1
4167,USA,Hawaii,"Honomu, Hawai'i",1
4168,USA,Hawaii,"Honomuni, Moloka'i",1
4169,USA,Hawaii,"Hooipa Beach Park, Maui",1
4170,USA,Hawaii,"Horners, Wailua, Kaua'i",1
4171,USA,Hawaii,"Hultin's Beach, Oahu",1
4172,USA,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",1
4173,USA,Hawaii,"Iroquiois Point, Oahu",1
4174,USA,Hawaii,"Ka'a Point, Maui",1
4175,USA,Hawaii,Ka'anapali,1
4176,USA,Hawaii,"Ka'anapali, Honokowai, Maui",1
4177,USA,Hawaii,"Ka'anapali, Maui",1
4178,USA,Hawaii,"Kahakuloa, Maui",1
4179,USA,Hawaii,"Kahe Point, O'ahu",1
4180,USA,Hawaii,Kailua Bay,1
4181,USA,Hawaii,"Kailua Bay, O'ahu",1
4182,USA,Hawaii,"Kailua-Kona, Hawai'i",1
4183,USA,Hawaii,"Kalama Beach, Kihei, Maui",1
4184,USA,Hawaii,"Kalama Park, Maui",1
4185,USA,Hawaii,"Kalapaki Beach, Kauai",1
4186,USA,Hawaii,"Kalepolepo, Kihei, Maui",1
4187,USA,Hawaii,"Kalihi, O'ahu",1
4188,USA,Hawaii,"Kalihiwai Beach, Kauai",1
4189,USA,Hawaii,"Kaliiwi, Kauai",1
4190,USA,Hawaii,"Kama'ole Beach Park I, Kihei, Maui",1
4191,USA,Hawaii,"Kama'ole Beach, Park No. 1, Kihei, Maui",1
4192,USA,Hawaii,"Kamaole Beach Park I, Maui",1
4193,USA,Hawaii,"Kama‘ole Beach Park, Maui",1
4194,USA,Hawaii,"Kamilo Point, Hawai'i",1
4195,USA,Hawaii,"Kanaha Beach Park, Maui",1
4196,USA,Hawaii,Kanahena Cove,1
4197,USA,Hawaii,"Kane'ohe Bay, Mokapu, O'ahu",1
4198,USA,Hawaii,"Kane'ohe Bay, O'ahu",1
4199,USA,Hawaii,"Kapalua, Maui",1
4200,USA,Hawaii,"Kapehu Beach, Laupahoehoe, Hawai'i",1
4201,USA,Hawaii,Kaula Rock near Niihau,1
4202,USA,Hawaii,Kawa'a,1
4203,USA,Hawaii,Kawahae,1
4204,USA,Hawaii,Ka’anapali Shores,1
4205,USA,Hawaii,"Ka’eleki’I Point, Maui",1
4206,USA,Hawaii,"Kea'au Beach Park, O'ahu",1
4207,USA,Hawaii,"Keaukaha, Hilo, Hawai'i",1
4208,USA,Hawaii,"Keawakapu Point, Kehei, Maui",1
4209,USA,Hawaii,"Keawanui, Kamalo, Moloka'i",1
4210,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",1
4211,USA,Hawaii,"Kehena Beach, Hawaii",1
4212,USA,Hawaii,"Kekaha Beach, Kaua'i",1
4213,USA,Hawaii,"Kekaha Beach, Kauai",1
4214,USA,Hawaii,"Kewalo Basin Channel, O'ahu",1
4215,USA,Hawaii,"Kewalos, Oahu",1
4216,USA,Hawaii,"Kihei, South Maui",1
4217,USA,Hawaii,Kiholo Bay,1
4218,USA,Hawaii,"Kinikini, Mana, Kaua'i",1
4219,USA,Hawaii,"Koko Head, south side of O'ahu Island",1
4220,USA,Hawaii,Kona,1
4221,USA,Hawaii,Kona Coast State Park,1
4222,USA,Hawaii,"Kualoa, Oahu",1
4223,USA,Hawaii,Kukio Bay,1
4224,USA,Hawaii,Kukio Beach,1
4225,USA,Hawaii,La'aloa Beach Park,1
4226,USA,Hawaii,"La'au Point, Moloka'i",1
4227,USA,Hawaii,"La'ie Point, O'ahu",1
4228,USA,Hawaii,Lahaina,1
4229,USA,Hawaii,"Lahilahi Point, Oahu",1
4230,USA,Hawaii,"Lanaikea, O'ahu",1
4231,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",1
4232,USA,Hawaii,Laysan,1
4233,USA,Hawaii,"Leftovers near Chun's Reef, Oahu",1
4234,USA,Hawaii,"Leftovers, Oahu",1
4235,USA,Hawaii,"Little Glass Shacks, Princeville, Kaua'i",1
4236,USA,Hawaii,"Lower Paia Beach Park, Maui",1
4237,USA,Hawaii,"Ma'ili Beach, O'ahu",1
4238,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i",1
4239,USA,Hawaii,"Maha‘ulepu Beach, Kauai",1
4240,USA,Hawaii,"Maile Point, O'ahu",1
4241,USA,Hawaii,"Majors Bay, Kaua'i",1
4242,USA,Hawaii,Makaha,1
4243,USA,Hawaii,"Makaha Beach, Oahu",1
4244,USA,Hawaii,Makaha Surf Beach,1
4245,USA,Hawaii,"Makaha, O'ahu",1
4246,USA,Hawaii,"Makaha, Oahu",1
4247,USA,Hawaii,"Makahuena Point, Kauai",1
4248,USA,Hawaii,"Makapu'u Point, O'ahu",1
4249,USA,Hawaii,"Makenat, Maui",1
4250,USA,Hawaii,"Makua Beach, Oahu",1
4251,USA,Hawaii,"Malaka, Oahu",1
4252,USA,Hawaii,"Maliko Point, Maui",1
4253,USA,Hawaii,"Maliu, Hawai'i",1
4254,USA,Hawaii,"Mana, Kaua'i",1
4255,USA,Hawaii,"Marine Corps Base, Oahu",1
4256,USA,Hawaii,"McKenzie Beach Park in Pahoa, Hawai'i",1
4257,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",1
4258,USA,Hawaii,"Midway, Northwestern Hawaiian Islands",1
4259,USA,Hawaii,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",1
4260,USA,Hawaii,Molokai Channel/,1
4261,USA,Hawaii,"Mouth of Wallua River, Kaua'i",1
4262,USA,Hawaii,"Nakalele Point, Maui",1
4263,USA,Hawaii,"Nanakuli, Oah’u",1
4264,USA,Hawaii,"Nankuli, O'ahu",1
4265,USA,Hawaii,"Napoopoo Park in Kealakekua Bay, The Big Island",1
4266,USA,Hawaii,"Near Twin Islands off Lanikai, O'ahu (east coast)",1
4267,USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu",1
4268,USA,Hawaii,"Nimitz State Beach, Oahu",1
4269,USA,Hawaii,"Ninole Bay, Hawaii County",1
4270,USA,Hawaii,"Noreiga's, Maui",1
4271,USA,Hawaii,"North Kihei, Maui",1
4272,USA,Hawaii,"North Koahala, Big Island",1
4273,USA,Hawaii,"North Kohala, Hawaii County",1
4274,USA,Hawaii,"North Shore, O'ahu",1
4275,USA,Hawaii,"Off Diamond Head, Honolulu, O'ahu",1
4276,USA,Hawaii,Off Kawaihae,1
4277,USA,Hawaii,Off Kohala,1
4278,USA,Hawaii,"Off Lahaina, Maui",1
4279,USA,Hawaii,"Off Pu'u Ola'l, Makena, Maui",1
4280,USA,Hawaii,"Off Waianae, O'ahu",1
4281,USA,Hawaii,"Off the Hanalei River, Kaua'i",1
4282,USA,Hawaii,Old Kona Airport State Park,1
4283,USA,Hawaii,Olowalu,1
4284,USA,Hawaii,"Olowalu side of Lahina, Maui",1
4285,USA,Hawaii,"One'ula Beach Park, 'Ewa Beach, O'ahu",1
4286,USA,Hawaii,"Opposite Grand Wailea Resort, Wailea, Maui",1
4287,USA,Hawaii,"Pa'uwela, Maui",1
4288,USA,Hawaii,Palama,1
4289,USA,Hawaii,Papaikou plantation,1
4290,USA,Hawaii,"Paradise Bay (next to Wailua Bay), Maui",1
4291,USA,Hawaii,"Pearl Harbor Channel, O'ahu",1
4292,USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i",1
