source,source_record_id,species,scientific_name,observed_at,latitude,longitude,country,locality,life_stage,basis_of_record,coordinate_uncertainty_m,dataset_name,license,source_url,retrieved_at
gbif,5897826768,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:48,-18.295975,178.180845,Fiji,,,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5897826768,2026-09-23T07:34:02.915214+00:00
gbif,5133548034,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-04-11T12:30:09,-23.135959,113.720861,Australia,,,HUMAN_OBSERVATION,30217.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5133548034,2026-09-23T07:34:02.915214+00:00
gbif,5140182446,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-04-03T06:51:08,17.698969,83.291657,India,,Juvenile,HUMAN_OBSERVATION,30716.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5140182446,2026-09-23T07:34:02.915214+00:00
gbif,5140958574,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-04-25T06:46,7.396953,79.86191,Sri Lanka,,,HUMAN_OBSERVATION,31324.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5140958574,2026-09-23T07:34:02.915214+00:00
gbif,5177141334,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-04-22T10:49,-23.133625,113.760669,Australia,,,HUMAN_OBSERVATION,1261.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5177141334,2026-09-23T07:34:02.915214+00:00
gbif,5153428688,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-05-04T09:55:26,-11.982837,141.9393,Australia,,,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5153428688,2026-09-23T07:34:02.915214+00:00
gbif,5153604028,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-05-13T15:51:37,20.970393,-86.891638,Mexico,,,HUMAN_OBSERVATION,30434.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5153604028,2026-09-23T07:34:02.915214+00:00
gbif,5168053524,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-05-04T10:57,1.747487,-91.830018,Ecuador,,,HUMAN_OBSERVATION,31444.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5168053524,2026-09-23T07:34:02.915214+00:00
gbif,5168321287,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-05-25T16:28:02,26.921542,-79.180391,Bahamas,,,HUMAN_OBSERVATION,29798.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5168321287,2026-09-23T07:34:02.915214+00:00
gbif,5177332753,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-05-10T08:20,4.219376,73.467432,Maldives,,Adult,HUMAN_OBSERVATION,31407.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/5177332753,2026-09-23T07:34:02.915214+00:00
