source,source_record_id,species,scientific_name,observed_at,latitude,longitude,country,locality,life_stage,basis_of_record,coordinate_uncertainty_m,dataset_name,license,source_url,retrieved_at
gbif,6236170859,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-15T10:27:24,35.204978,-120.942911,United States of America,,Juvenile,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6236170859,2026-09-23T07:33:58.049373+00:00
gbif,6251574670,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-27T10:45:23,35.220478,-120.86369,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6251574670,2026-09-23T07:33:58.049373+00:00
gbif,6251879372,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-27T10:48:27,35.369829,-120.808174,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6251879372,2026-09-23T07:33:58.049373+00:00
gbif,6252242546,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-27T10:45:23,35.327321,-120.943757,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6252242546,2026-09-23T07:33:58.049373+00:00
gbif,6253028647,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-29T09:29:17,35.201751,-120.910134,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6253028647,2026-09-23T07:33:58.049373+00:00
gbif,6253356073,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-27T10:48:27,35.320649,-120.857284,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6253356073,2026-09-23T07:33:58.049373+00:00
gbif,6431130723,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-22T09:31,-34.682539,136.053689,Australia,,,HUMAN_OBSERVATION,4634.0,iNaturalist research-grade observations,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://www.gbif.org/occurrence/6431130723,2026-09-23T07:33:58.049373+00:00
gbif,6441189445,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-20T10:22:46,-38.35465,147.220797,Australia,,,HUMAN_OBSERVATION,54.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6441189445,2026-09-23T07:33:58.049373+00:00
gbif,6273295466,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-04T11:03:11,35.391078,-120.95214,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6273295466,2026-09-23T07:33:58.049373+00:00
gbif,6273502835,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-04T10:58:02,35.315869,-120.93495,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6273502835,2026-09-23T07:33:58.049373+00:00
gbif,6273676157,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-05-04T10:58:02,35.3771,-120.94441,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6273676157,2026-09-23T07:33:58.049373+00:00
